fen,target_rating,target_themes,is_legal,is_puzzle,counter_intuitive
3r2k1/5p1p/5p2/1b4q1/P7/2Q2P1P/1P2rBP1/R1R3K1 b - - 0 26,1964,"['advantage', 'attraction', 'long', 'middlegame', 'sacrifice']",True,True,False
5k2/p5p1/1p5p/1P1Q1P2/8/3P2KP/r5r1/8 w - - 0 42,864,"['crushing', 'endgame', 'master', 'masterVsMaster', 'queenRookEndgame', 'short']",True,True,False
3r3k/2b3p1/8/5p2/2N4p/4B1P1/PP2pK1P/R7 b - - 1 35,1916,"['advantage', 'endgame', 'short']",True,True,False
5rk1/pppR2p1/7r/3bP3/8/1P3BP1/5P1p/2Q4K b - - 0 37,956,['endgame'],True,True,False
r1bq1k2/pp5R/2p1pNp1/4P3/5nQ1/5N2/PPP2PP1/2K5 b - - 2 27,850,"['mate', 'mateIn2', 'middlegame', 'queensideAttack', 'short']",True,True,False
2b4r/1p2k3/4pb2/8/p2B4/2PQ1B2/q2KPP2/6R1 w - - 0 37,1567,"['crushing', 'defensiveMove', 'middlegame', 'short']",True,True,False
5r2/q4p2/3RN1pk/4Q2p/3P4/4P3/1P1B1PPP/6K1 b - - 0 23,434,"['backRankMate', 'endgame', 'mate', 'mateIn2', 'short']",True,True,False
6r1/4k3/R3P3/p2p1R2/P2Pn1r1/6P1/6K1/8 w - - 1 48,1212,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
6k1/5ppp/1q2p3/2Q1b2b/P3P3/3P4/P1RBPK1P/1r5R b - - 2 24,1611,"['crushing', 'fork', 'long', 'middlegame', 'xRayAttack']",True,True,False
3r4/1pR1pk1p/p5p1/3bQ3/P3q3/1P5P/5PPK/8 w - - 0 30,1160,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
r3r3/pbp2k2/1pq3pQ/7n/2P5/P1P2P1P/6P1/2BR1RK1 w - - 4 25,2292,"['clearance', 'crushing', 'defensiveMove', 'long', 'middlegame']",True,True,False
r1b2rk1/5p2/p2pp1p1/1pq1n1QP/4P3/1NNB4/PPP5/2K2R1R b - - 0 20,1230,"['advantage', 'discoveredAttack', 'middlegame', 'queensideAttack', 'short']",True,True,False
r3r1k1/2p2ppp/p1pb4/3p2n1/3P1BN1/2P3qP/PP3PP1/RN2R1K1 w - - 0 20,2057,"['crushing', 'intermezzo', 'long', 'middlegame']",True,False,False
4r2k/1b3Bpp/ppq2b1B/2p5/P2p2Q1/3P4/1PP2RPP/5K2 b - - 0 28,2381,"['crushing', 'master', 'middlegame', 'short']",True,True,False
8/2p5/1p4p1/1P3kP1/P1K5/8/8/8 w - - 3 45,2086,"['crushing', 'endgame', 'pawnEndgame', 'veryLong']",True,False,False
2rq1rk1/4bpp1/p3p2p/nb1pP3/1p1P4/1P1Q1NN1/P1BR1PPP/R5K1 w - - 6 22,863,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
3r1rk1/p3qp2/3p1R1p/2p3pb/2P1P3/1P4P1/PQ4BK/5R2 w - - 2 32,1376,"['crushing', 'long', 'master', 'middlegame']",True,False,False
6k1/1p3pp1/p1p1r3/3p4/3Pq3/2Q3PK/P3BP1P/2R2R2 b - - 0 33,1194,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
r5k1/1pR4N/3p2n1/p2Ppr2/8/7P/1P1Q1P2/q3K1R1 w - - 1 25,1486,"['crushing', 'defensiveMove', 'master', 'masterVsMaster', 'middlegame', 'pin', 'short']",True,True,False
8/3R2pk/7p/4Qp1P/5P2/4PK2/q5P1/2r5 b - - 6 48,1220,"['endgame', 'long', 'mate', 'mateIn3']",True,True,False
N5k1/R6p/p2p1n2/3Pp3/3rPp1n/5P2/r6P/1R1B3K w - - 3 40,947,"['master', 'mate', 'mateIn2', 'middlegame', 'short']",True,True,False
2r2rk1/pb1n1ppp/1p2p3/3n2q1/3P4/P1N5/1PQ1NPPP/1BR2RK1 w - - 2 17,430,"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
3r2k1/p1Q2pp1/6rp/5b1B/1P1q3P/P2P2P1/5P1K/3RR3 b - - 1 26,1901,"['crushing', 'deflection', 'middlegame', 'short']",True,True,False
7r/1p1k1pp1/p3p1p1/3p4/Pb1P2P1/1P3N1P/5PK1/2R5 w - - 1 28,837,"['crushing', 'endgame', 'short']",True,True,False
5r1k/p3r1p1/1p5p/2p5/2B2Nn1/2PP4/PP4KP/8 w - - 0 30,1163,"['crushing', 'endgame', 'fork', 'long']",True,True,False
5rk1/5p1p/3p2p1/3N1n2/8/1B4qP/PP2Q1P1/3R1RbK b - - 0 25,940,"['master', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
r1bq1rk1/p3ppbp/2pp2p1/8/2B1P1n1/2N2P2/PPP3PP/1RBQR1K1 b - - 0 11,1460,"['crushing', 'opening', 'short']",True,True,False
2Q4b/4k2N/3p2r1/4p1p1/2B1P3/PpB1q3/1P6/1K5R b - - 2 43,1540,"['crushing', 'fork', 'middlegame', 'veryLong']",True,True,False
7k/1p3pr1/5b2/1R5P/6N1/1P3Q1K/5P2/q7 b - - 1 38,1796,"['advantage', 'endgame', 'fork', 'master', 'short']",True,True,False
8/8/2p3r1/1pkp4/5R1p/2PK3B/8/8 b - - 3 49,694,"['crushing', 'endgame', 'fork', 'master', 'short']",True,True,False
7r/Q7/3q1kp1/3p1p1p/1P6/P4PnP/6PK/4R3 w - - 1 35,1303,"['crushing', 'endgame', 'short', 'skewer']",True,True,False
8/8/4p3/3p4/3K1pk1/8/8/4N3 b - - 7 59,2323,"['crushing', 'defensiveMove', 'endgame', 'knightEndgame', 'long']",True,True,False
5r2/6p1/kp1Np2r/4Pp1p/1P1n1P2/8/6PP/5RK1 w - - 0 32,1053,"['anastasiaMate', 'endgame', 'master', 'mate', 'mateIn1', 'oneMove']",True,True,False
8/5p2/4k3/4P3/3P4/1pK5/1R6/1r6 b - - 6 57,1394,"['crushing', 'endgame', 'master', 'rookEndgame', 'short']",True,False,False
2r2rk1/4q1p1/p3p2p/1p1b4/P7/1QN1RP2/1P3P1P/2R3K1 w - - 0 23,1809,"['advantage', 'middlegame', 'short']",True,True,False
r2qbrk1/pp3ppp/2p1p3/3nP3/4B3/2N2NP1/PPPb1PK1/R6Q w - - 0 19,1365,"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
4k3/1pp4R/p1p1p3/4P3/1QPPq3/KP3r2/6r1/8 w - - 8 56,1031,"['endgame', 'mate', 'mateIn1', 'oneMove']",True,True,False
rn1qr1k1/2b2ppp/ppP2n2/1P1p3b/P2P4/2NQ4/2BB1PPP/R3R1K1 w - - 3 20,2358,"['crushing', 'long', 'middlegame']",True,True,False
8/2Q2ppk/4b2p/8/4PP2/2p3P1/4K2P/2r5 b - - 0 49,2792,"['advancedPawn', 'crushing', 'endgame', 'exposedKing', 'fork', 'promotion', 'quietMove', 'underPromotion', 'veryLong']",True,True,False
2r5/1k2bp2/1pp1pn1p/3p4/Q2P1q2/2RB2rP/PP3P2/4RK2 w - - 2 28,2664,"['advantage', 'attraction', 'deflection', 'long', 'middlegame']",True,True,False
5rk1/5ppp/Q2pp3/3n2q1/Np6/1P2PP2/P6K/R5R1 b - - 0 22,1303,"['mate', 'mateIn2', 'middlegame', 'short']",True,True,False
r3k1r1/pppq1p2/3p1p1p/8/1PBpP3/P2P1K2/2P2P2/R2Q1R2 b q - 2 16,1057,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
r4rk1/ppp2ppp/2np2q1/8/2P1n3/P2BPN1b/1PQ2PP1/R1B1R1K1 w - - 0 15,1892,"['advantage', 'middlegame', 'short']",True,True,False
6k1/1p2qppp/pb6/4PQN1/1P6/4n3/P1P2PPP/3r1BK1 w - - 0 24,1548,"['kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'short']",True,True,False
r1bq1r2/3nn3/5pBk/ppp1pPpN/3pP3/P2P4/1PP2NP1/R1Q2RK1 w - - 4 24,914,"['master', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
5rk1/3b1ppp/pqr1pb2/3p4/2pP4/P3PN1P/1PQ2PP1/1BR2RK1 w - - 0 19,476,"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
1b1rr2k/pp4pp/5p2/8/1P1Np3/P3P2q/1B3P2/R2R1QK1 b - - 1 26,1355,"['master', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
2r3k1/5ppp/p4b2/3Rp3/P3P3/1R3N2/5PPP/6K1 b - - 0 25,439,"['backRankMate', 'endgame', 'long', 'mate', 'mateIn3']",True,True,False
r3k2r/pp3pp1/2ppq3/4p3/3bP3/P2P1QP1/1PP1N1PN/2R2R1K b kq - 1 22,1076,"['attraction', 'kingsideAttack', 'long', 'mate', 'mateIn3', 'middlegame', 'sacrifice']",True,True,False
3r3r/3k1ppp/2pbq3/1Q6/8/2P2b2/PP2BPPP/3RK2R w K - 0 17,1995,"['advantage', 'middlegame', 'short']",True,True,False
8/pp1kp1Qp/3r2p1/2pN2q1/4P3/P1Pn1P1P/1P2N1P1/1K6 w - - 5 29,1734,"['crushing', 'endgame', 'short']",True,True,False
3r1k1r/pp1Q1ppp/2n3q1/1B6/8/8/PP3PPP/4R1K1 w - - 4 20,1776,"['mate', 'mateIn2', 'middlegame', 'sacrifice', 'short']",True,True,False
7Q/8/5n2/8/8/pk6/1p6/1K6 b - - 0 56,998,"['advancedPawn', 'endgame', 'master', 'mate', 'mateIn1', 'oneMove']",True,True,False
8/5ppp/4pk2/8/3P4/r1P1R3/5PPP/6K1 b - - 3 32,466,"['backRankMate', 'endgame', 'mate', 'mateIn2', 'rookEndgame', 'short']",True,True,False
4rr1k/pppQ4/1b1p4/3R4/4P3/6q1/PP3PP1/5RK1 w - - 0 30,1091,"['mate', 'mateIn2', 'middlegame', 'short']",True,True,False
2r2rk1/p2qp2p/1p4pP/8/1P3P2/2bPQP2/2R1P1K1/4R3 w - - 1 31,1761,"['advantage', 'attraction', 'long', 'master', 'middlegame', 'sacrifice']",True,False,False
1k1r3r/1pp1qp2/B1bpp3/Q5b1/4P3/R7/PPP3P1/1K1R4 w - - 1 22,1768,"['crushing', 'deflection', 'long', 'middlegame', 'pin', 'queensideAttack']",True,True,False
3b4/pp3p1p/2p3pk/4Q3/5P1K/1P2P1P1/PB5P/5q2 w - - 15 35,1949,"['endgame', 'mate', 'mateIn2', 'sacrifice', 'short']",True,True,False
8/2pR2R1/p5kp/4q3/8/1P6/2P5/1K6 b - - 0 35,901,"['crushing', 'endgame', 'queenRookEndgame', 'short']",True,False,False
r2q1rk1/ppb2pp1/2p1b1np/6N1/3P1PP1/3Q3P/PP4B1/R1B2RK1 w - - 0 16,1369,"['crushing', 'opening', 'short']",True,True,False
r4rk1/ppb2p1p/2nqppb1/3p1P2/6PN/1B1P3P/PPP1N3/R2Q1RK1 b - - 0 16,991,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
3rrk2/R4pp1/1p5p/1Np5/2P5/2Pn4/2Q3PP/4RK2 b - - 0 30,875,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
r2qr1k1/5pp1/1bp1b2p/p2n4/1PBN4/P5BP/2P2PP1/R2QR1K1 b - - 0 19,2321,"['advantage', 'middlegame', 'short']",True,True,False
3Qq1k1/p4p1p/6p1/5b2/2n2B2/2P3P1/P3PPBP/1R4K1 b - - 0 20,2346,"['advantage', 'defensiveMove', 'hangingPiece', 'long', 'master', 'middlegame', 'quietMove']",True,True,False
8/p1pR4/1pk2p1P/6r1/P1p3P1/7K/8/8 w - - 1 49,1067,"['advancedPawn', 'advantage', 'endgame', 'promotion', 'rookEndgame', 'short']",True,False,False
4r1k1/1pp5/3P2pp/5p2/1R1b4/5qP1/P1Q1B2P/4KR2 b - - 2 29,2110,"['deflection', 'exposedKing', 'fork', 'long', 'mate', 'mateIn3', 'middlegame', 'pin', 'sacrifice']",True,True,True
r6r/1ppbk3/1b1p4/pP1PpnN1/P1P5/3P2p1/4N1PP/R2Q1R1K b - - 0 24,977,"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
6r1/p4p1k/2p1pb2/2Q5/3P4/2P3RP/P2q1PP1/6K1 w - - 7 35,1526,"['crushing', 'endgame', 'exposedKing', 'long']",True,True,False
6k1/4p2p/p2pN1p1/1p1P3r/2PQ4/1P2Bq2/P4P2/5KRr b - - 7 33,1371,"['attraction', 'mate', 'mateIn2', 'middlegame', 'short']",True,True,False
2r3k1/2q2pb1/p5p1/3pp3/1P5Q/1b6/2B2P1P/R1R3K1 w - - 0 37,1191,"['advantage', 'hangingPiece', 'long', 'middlegame']",True,True,False
5rk1/5pp1/2N4p/2Q5/8/3r3P/2R2PPK/1q6 w - - 0 35,1055,"['crushing', 'endgame', 'fork', 'long']",True,True,False
8/2Q2ppp/3prk2/8/1q5P/8/5PP1/3R2K1 w - - 4 32,1290,"['crushing', 'deflection', 'endgame', 'exposedKing', 'long']",True,False,False
2kr3r/pp4R1/3qp2p/2p3n1/P1BPN1p1/2P4n/1P4P1/R3Q1K1 w - - 2 26,2084,"['advantage', 'defensiveMove', 'middlegame', 'short']",True,False,False
rn1qkbnr/p1pp4/1p2p1p1/7Q/3P4/6P1/PPP2PbP/RNB1K1NR w KQkq - 0 8,1382,"['crushing', 'long', 'opening', 'skewer']",True,True,False
2b2r2/Q6p/3p1qpk/8/8/4R3/PP3PPP/4R1K1 b - - 0 28,1122,"['backRankMate', 'endgame', 'long', 'mate', 'mateIn3', 'sacrifice']",True,True,False
r7/P4R2/3p4/8/2P5/5p2/P3k3/6K1 b - - 1 61,2332,"['advancedPawn', 'crushing', 'deflection', 'endgame', 'exposedKing', 'long', 'master', 'promotion', 'rookEndgame', 'sacrifice']",True,True,True
r1bkr3/ppp2ppp/8/8/8/4P1P1/PP1P1bBP/R1Bn1K1R w - - 1 12,1195,"['advantage', 'defensiveMove', 'middlegame', 'short']",True,True,False
rbb2rk1/1p3pp1/p2q1B1p/3p4/3N4/3B1Q2/PPP2PPP/R4R1K b - - 0 17,823,"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
r1b1r1k1/p1R2pp1/2Q4p/8/3N4/2P1q3/PP4PP/R6K b - - 1 24,704,"['backRankMate', 'mate', 'mateIn2', 'middlegame', 'sacrifice', 'short']",True,True,False
8/8/2n1B1p1/4P1PP/1k6/p7/2K5/8 b - - 0 44,1709,"['crushing', 'endgame', 'fork', 'short']",True,True,False
3r1rk1/pbp2pqp/2p3p1/4R1Q1/3P4/P1PB3P/5PP1/4R1K1 b - - 4 22,1331,"['advantage', 'fork', 'middlegame', 'short']",True,True,False
4k1r1/p3p2p/1q1P1b2/5N2/2p1N1pP/P2nP1Q1/1r4P1/R4RK1 b - - 0 27,1656,"['advantage', 'master', 'middlegame', 'short', 'trappedPiece']",True,True,False
8/8/8/6p1/5KPk/8/8/8 w - - 0 81,1036,"['crushing', 'defensiveMove', 'endgame', 'pawnEndgame', 'short', 'zugzwang']",True,True,False
8/p7/8/8/8/1P1KpR2/1r6/3k4 w - - 6 54,1620,"['endgame', 'mate', 'mateIn1', 'oneMove', 'rookEndgame']",True,True,False
4r3/6kp/p3ppp1/1p1b4/3Q4/1P2PP2/P1qBBKPP/8 w - - 3 34,2138,"['advantage', 'endgame', 'short']",True,False,False
r2qk1nr/pp3ppp/4p3/1P1pn3/3b4/P1N2B2/1B3PPP/R2QK2R w KQkq - 0 14,1749,"['advantage', 'hangingPiece', 'opening', 'short']",True,True,False
rn1qkb1r/p2b1ppp/8/1p1QN3/2pP1B2/4P3/1P3PPP/R3KB1R b KQkq - 0 12,1524,"['advantage', 'long', 'middlegame']",True,True,False
r5kr/p1pQ2b1/1p2p3/8/3N1q2/3B4/PPP2P1P/R3K3 w Q - 0 17,2264,"['advantage', 'attraction', 'exposedKing', 'fork', 'long', 'middlegame', 'sacrifice']",True,True,False
8/8/8/5p2/5K2/3k4/3np3/R7 b - - 3 75,2404,"['crushing', 'defensiveMove', 'endgame', 'master', 'short']",True,False,False
8/8/p6p/4k1p1/P1p1P1P1/4K3/1P6/8 w - - 0 40,1560,"['crushing', 'endgame', 'long', 'pawnEndgame', 'quietMove', 'zugzwang']",True,True,False
r5k1/p4rp1/1ppPp1R1/4B2p/1n6/5P2/PP3P1P/2K3R1 b - - 7 25,1078,"['advantage', 'endgame', 'fork', 'short']",True,True,False
1r4k1/6p1/n2p4/p1pP2rp/2P1Q3/P4q1P/3P1P1K/1BR2R2 b - - 2 29,1464,"['deflection', 'mate', 'mateIn2', 'middlegame', 'short']",True,True,False
6k1/b1pb4/p2p3p/1p1P1pp1/1P1p1Bq1/P2P2P1/2PQ1P1P/5BK1 w - - 0 27,1932,"['crushing', 'endgame', 'short']",True,True,False
4r1k1/pb5p/1p4p1/3pn3/2qB4/2P4P/PPB2RP1/4Q1K1 b - - 5 35,953,"['crushing', 'discoveredAttack', 'kingsideAttack', 'middlegame', 'short']",True,True,False
2R2rk1/5ppp/3qpn2/n7/3P4/4rPPP/4N1B1/2Q2RK1 w - - 0 24,982,"['advantage', 'intermezzo', 'middlegame', 'short']",True,True,False
r1b2rk1/pp6/2p1p3/5p2/2PPp3/3BPPp1/PPQ1K1P1/3RR2q b - - 7 22,972,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
7r/2pqk3/P4p1p/2b1p3/2rn4/4QN2/5PPP/R2R2K1 w - - 0 25,1862,"['crushing', 'middlegame', 'short']",True,True,False
q3r1k1/5R2/1n2p1pp/1N1pN3/3PBPP1/1P2PK1P/3Q4/r7 b - - 0 29,1561,"['clearance', 'crushing', 'long', 'middlegame']",True,False,False
r6k/pp4pp/2npQ3/q1b1P1N1/2P5/1P5P/P5P1/R1B2K1R b - - 0 20,2251,"['advantage', 'long', 'master', 'middlegame', 'pin']",True,True,False
3k4/2b5/1KP5/p4p2/7p/1P5P/P5P1/8 w - - 5 55,1716,"['bishopEndgame', 'crushing', 'defensiveMove', 'endgame', 'short']",True,True,False
5R2/1P5P/2K5/6k1/5p2/1r6/4p3/8 b - - 0 65,1923,"['advancedPawn', 'crushing', 'defensiveMove', 'endgame', 'promotion', 'short']",True,True,False
2r3k1/q3bpp1/3p3p/3Np2P/4P1P1/Pp1Q1P2/1P6/1KR5 b - - 1 31,2168,"['attraction', 'crushing', 'endgame', 'queensideAttack', 'short']",True,True,False
7r/1b2k3/1pr1ppqp/p2B4/2pP4/P1Q3P1/1PP1R2P/2K1R3 b - - 0 23,1516,"['advantage', 'fork', 'middlegame', 'short']",True,True,False
6k1/4Q1pp/p1bN2q1/1p1p4/8/8/PP3PPP/6K1 b - - 7 33,878,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
8/P2r4/4R3/6p1/r2k3p/4pB1P/8/4K3 w - - 0 56,1007,"['crushing', 'endgame', 'master', 'short', 'skewer']",True,True,False
r7/p6k/3q1rpp/1p3p2/3p1PP1/1B1Pb2Q/PP5P/1R3R1K w - - 2 27,1244,"['advantage', 'middlegame', 'short']",True,True,False
r6k/1pp3pp/p3Q3/3p3q/3r4/PPN2R1P/2P1K3/3R4 b - - 3 23,1800,"['crushing', 'exposedKing', 'long', 'middlegame', 'pin']",True,True,False
5k2/5p2/1p2p2R/p1p2nP1/P1P1KP2/1P6/8/8 b - - 0 44,2021,"['crushing', 'endgame', 'quietMove', 'veryLong']",True,True,False
r3kb1r/pp1b1ppp/n2Npn2/8/2P2B2/4PN2/PP1K1PPP/R4B1R b kq - 1 16,1057,"['advantage', 'fork', 'long', 'middlegame']",True,True,False
4r2k/pp3pr1/3p2q1/5bn1/3Q4/1BP1R2P/PP3PP1/5K2 w - - 0 32,1265,"['advantage', 'attraction', 'deflection', 'exposedKing', 'kingsideAttack', 'middlegame', 'veryLong']",True,True,False
8/3k1P2/7R/1p1N4/4PKP1/r6P/1b6/8 b - - 0 47,1442,"['advantage', 'endgame', 'short', 'skewer']",True,True,False
r1bq1rk1/bp3pp1/p4n1p/6B1/8/3BPN2/PPQ2PPP/R2R2K1 b - - 1 14,1865,"['advantage', 'long', 'middlegame']",True,True,False
r3k1nr/pp3ppp/8/2b1Nb2/8/2K5/PPPP1qPP/RNBQ1B1R b kq - 0 10,1581,"['fork', 'mate', 'mateIn2', 'opening', 'short']",True,True,False
q3k2r/2p1bpp1/1p1p4/p6b/4P3/P1PP3P/3Q1P2/R1B2RK1 b k - 1 20,1643,"['crushing', 'discoveredAttack', 'long', 'middlegame']",True,True,False
2kr3r/ppp3pp/2bq4/3NQ3/8/8/PP3PPP/3RR1K1 b - - 0 22,1854,"['crushing', 'middlegame', 'short']",True,False,False
8/P1R1R1p1/r5kp/2pp4/5n2/2P2P2/5P1P/6K1 b - - 2 37,1113,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
5r2/6p1/7p/3B3P/P4kP1/4N3/4K3/8 b - - 0 45,1281,"['advantage', 'endgame', 'short']",True,True,False
2k5/1p5R/p2p4/6p1/3N2P1/1PP3KP/1P3P2/4q3 b - - 0 39,1792,"['crushing', 'endgame', 'long']",True,True,False
2k1r3/ppp2pp1/2p5/1P5p/2P4P/3b4/6PR/4Q2K b - - 0 31,622,"['backRankMate', 'endgame', 'hangingPiece', 'mate', 'mateIn1', 'oneMove']",True,True,False
2b2r2/5p1k/1q5p/1p5R/2p1Q1pP/3p2P1/PP4PK/3R4 b - - 5 27,1846,"['advantage', 'defensiveMove', 'endgame', 'short']",True,False,False
r2q1rk1/1p2nppp/p7/3pPP1b/3N4/P1PBn3/2P3QP/R3K1R1 w Q - 0 19,796,"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
8/2k4P/2p5/1p1b4/5r2/2K3Q1/P1P2P2/2b5 b - - 0 43,1588,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
6k1/p4p1p/6p1/1PP5/8/1p4P1/3RBPKP/1r2r3 w - - 0 40,1995,"['advantage', 'endgame', 'long', 'master']",True,True,False
r1b4k/p4n2/1qpQpr1p/1p6/2p1B2P/P1N2P2/1P6/2KR4 w - - 4 27,952,"['master', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
8/1R5p/P1k3p1/2p2p2/3n4/1P6/2r5/1K6 w - - 2 44,2194,"['advancedPawn', 'advantage', 'endgame', 'master', 'masterVsMaster', 'quietMove', 'short']",True,True,False
r3k2r/pp3pp1/2n1p3/2bpPnP1/Q6p/2N5/PP1B2PP/R4R1K b kq - 0 16,985,"['discoveredAttack', 'kingsideAttack', 'long', 'mate', 'mateIn3', 'middlegame', 'sacrifice']",True,True,False
5r1k/3P2b1/4B2p/2Q5/K7/p7/1rP5/8 w - - 0 45,1884,"['advancedPawn', 'crushing', 'endgame', 'long', 'pin', 'promotion']",True,True,False
5kr1/2q2pp1/5b2/3RnP2/4PB2/1r5P/1p2B2Q/1K4R1 b - - 1 32,2197,"['advancedPawn', 'crushing', 'exposedKing', 'long', 'middlegame', 'promotion', 'sacrifice']",True,False,False
r1b2r1k/pp1n2pB/1q5p/3p2b1/8/1NP2R1P/P1Q3PB/5R1K w - - 3 26,685,"['kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'short']",True,True,False
1r1r1k2/pp3pp1/2p4N/5P1Q/3q4/2n5/P4P1P/1R3KR1 w - - 2 27,489,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
5k2/5r2/B7/5P1p/P3K2b/1P6/5P2/4R3 b - - 2 36,927,"['crushing', 'endgame', 'short', 'skewer']",True,True,False
r1b3k1/2p2r1p/3pq1p1/p2Np1Q1/1p6/3P2RP/PPP2P2/2K3R1 w - - 0 20,2371,"['advantage', 'attraction', 'fork', 'long', 'middlegame', 'sacrifice']",True,False,False
r1b3k1/p4qpp/1pp2p2/8/3P1b2/1QP2N1P/PP3PP1/4R1K1 w - - 0 19,1061,"['master', 'mate', 'mateIn1', 'middlegame', 'oneMove', 'pin']",True,True,False
8/5n2/p3p3/1p6/1Pk3N1/2P4p/P2K1P2/8 w - - 0 45,1581,"['endgame', 'knightEndgame', 'master', 'mate', 'mateIn1', 'oneMove']",True,True,False
6k1/1pp1rpp1/p1n3bp/1BNp1q2/3P1Q2/2P2P1P/PP4P1/R5K1 w - - 2 23,1407,"['advantage', 'master', 'middlegame', 'short']",True,False,False
r2qr1k1/pp3ppp/8/3p4/5Nn1/2PQP1P1/PP5P/RN2K2R b KQ - 2 18,932,"['crushing', 'fork', 'middlegame', 'short']",True,False,False
r1bqr2k/pp3ppB/1nn1p2p/4N3/3P4/B1P5/P1Q2PPP/R4RK1 w - - 4 16,1010,"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
5r2/p6p/6pk/4Q3/3Ppq2/6R1/P4PKP/2r5 w - - 3 34,1089,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
8/8/8/p3pP1p/3k3P/KP6/8/8 b - - 0 46,1740,"['crushing', 'defensiveMove', 'endgame', 'master', 'pawnEndgame', 'short']",True,False,True
6r1/2k1qp2/1bpp1p2/5Q1p/4P3/5PB1/rPB2P1P/3R3K w - - 4 24,1070,"['advantage', 'fork', 'middlegame', 'short']",True,True,False
2k3N1/6K1/P4PP1/4q3/8/8/8/8 w - - 1 83,2706,"['advancedPawn', 'crushing', 'endgame', 'short']",True,False,False
r1b2rk1/ppp3pp/2nb4/3pN1q1/3P1Pn1/3B3Q/PP4PP/RN3K1R w - - 0 17,869,"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
1r3rk1/5ppp/p1bp3b/q2Np3/4P3/6Q1/PPP2PPP/R5KR w - - 11 19,1239,"['advantage', 'fork', 'long', 'middlegame']",True,True,False
8/8/3Pk3/1pPpp3/5pPp/7P/5P2/5K2 b - - 2 43,1760,"['advancedPawn', 'crushing', 'endgame', 'long', 'pawnEndgame', 'quietMove']",True,False,False
1r2k2r/5ppp/p2bp3/2n1Pq2/2N2P2/4B3/PPP1Q3/2K5 w k - 0 26,1088,"['crushing', 'fork', 'middlegame', 'short']",True,True,False
2r5/p4kbp/b1B1pnp1/6B1/4N3/2p5/Pr3PPP/R1R3K1 w - - 2 21,915,"['advantage', 'fork', 'middlegame', 'short']",True,True,False
3r2k1/p2b2p1/2nq1bP1/1p1p1p1Q/2pPpP2/P1P1P3/1P4P1/R1B1K2R w KQ - 1 21,1491,"['master', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
4r1k1/1b6/5bp1/R5N1/3p3Q/3Pn2P/1P1q2BK/8 w - - 0 34,1066,"['fork', 'mate', 'mateIn2', 'middlegame', 'short']",True,True,False
1k6/ppp5/1b5p/8/1P1rB3/P5pP/6P1/5R1K w - - 1 35,865,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
r1b1kb1r/pp1ppppp/2n2n2/8/3P1B2/5N2/PqPN1PPP/R2QKB1R w KQkq - 0 7,2502,"['advantage', 'defensiveMove', 'long', 'opening']",True,True,True
3r2k1/5p2/1Q2pp1p/7q/1bB5/6P1/P4P1P/4R1K1 b - - 1 29,1964,"['advantage', 'endgame', 'fork', 'short']",True,True,False
r3r1k1/ppp3pp/8/3R1b2/8/7P/PPP2PP1/1K3B1R b - - 0 19,714,"['endgame', 'mate', 'mateIn2', 'queensideAttack', 'short']",True,True,False
2bk4/5R2/2P5/P3p3/2K2P2/8/2P2r2/8 b - - 0 40,1695,"['crushing', 'endgame', 'fork', 'short']",True,False,False
7k/p5nB/1p2p3/8/2P3pq/8/P1Q2bPP/5R1K b - - 3 32,1901,"['advantage', 'endgame', 'short']",True,True,False
